ID_code,target
test_735,0.054574717
test_736,0.02391253
test_737,0.037991457
test_738,0.13555942
test_739,0.023119697
test_740,0.04658815
test_741,0.03455759
test_742,0.049137656
test_743,0.111643024
test_744,0.23431225
test_745,0.060106628
test_746,0.34415495
test_747,0.008799652
test_748,0.020231215
test_749,0.066360675
test_750,0.18495658
test_751,0.16056155
test_752,0.05384788
test_753,0.03455759
test_754,0.16402575
test_755,0.23768482
test_756,0.08069114
test_757,0.341893
test_758,0.05244917
test_759,0.044526715
test_760,0.76991045
test_761,0.01760899
test_762,0.22119635
test_763,0.13848555
test_764,0.012593436
test_765,0.09709112
test_766,0.0043388614
test_767,0.087446705
test_768,0.018541148
test_769,0.010080642
test_770,0.018000947
test_771,0.09398671
test_772,0.13205984
test_773,0.41369337
test_774,0.24288182
test_775,0.01732883
test_776,0.016197452
test_777,0.028129246
test_778,0.04083523
test_779,0.2028323
test_780,0.06312154
test_781,0.06814436
test_782,0.083114624
test_783,0.13067481
test_784,0.038832974
test_785,0.047673408
test_786,0.45937663
test_787,0.074945144
test_788,0.17991196
test_789,0.015487863
test_790,0.022032809
test_791,0.004921567
test_792,0.002995572
test_793,0.0733068
test_794,0.13375123
test_795,0.052325837
test_796,0.017531177
test_797,0.0911309
test_798,0.54486096
test_799,0.10906636
test_800,0.007963758
test_801,0.13279584
test_802,0.15244965
test_803,0.016867941
test_804,0.058901392
test_805,0.23967272
test_806,0.011722998
test_807,0.04228897
test_808,0.004741571
test_809,0.028848348
test_810,0.17220318
test_811,0.06868948
test_812,0.10145367
test_813,0.088973835
test_814,0.120374
test_815,0.03281724
test_816,0.15238804
test_817,0.016566083
test_818,0.08984361
test_819,0.009004709
test_820,0.3050918
test_821,0.010383037
test_822,0.35771123
test_823,0.08711736
test_824,0.009743633
test_825,0.005706765
test_826,0.18727982
test_827,0.0805661
test_828,0.24151637
test_829,0.004984015
test_830,0.0074637304
test_831,0.69112873
test_832,0.49914894
test_833,0.12963454
test_834,0.14065544
test_835,0.3304272
test_836,0.7672142
test_837,0.0030074727
test_838,0.007442417
test_839,0.08929444
test_840,0.0928433
test_841,0.03962711
test_842,0.17903164
test_843,0.029397778
test_844,0.26531562
test_845,0.14958343
test_846,0.09073364
test_847,0.08352986
test_848,0.018446809
test_849,0.11146563
test_850,0.10133393
test_851,0.08947761
test_852,0.024696361
test_853,0.021804871
test_854,0.03256875
test_855,0.107559904
test_856,0.027604684
test_857,0.0086876815
test_858,0.13070562
test_859,0.023523606
test_860,0.02230173
test_861,0.0690172
test_862,0.01009216
test_863,0.1101637
test_864,0.26570654
test_865,0.043610416
test_866,0.097642496
test_867,0.121821806
test_868,0.07904302
test_869,0.024836801
test_870,0.23525944
test_871,0.046869844
test_872,0.014553132
test_873,0.08418642
test_874,0.020725649
test_875,0.009731959
test_876,0.01345354
test_877,0.054234292
test_878,0.3090956
test_879,0.123611756
test_880,0.22210881
test_881,0.16457255
test_882,0.17184514
test_883,0.17747417
test_884,0.04063335
test_885,0.03638207
test_886,0.06747402
test_887,0.0022961972
test_888,0.016781082
test_889,0.04393797
test_890,0.005073385
test_891,0.51385844
test_892,0.20251006
test_893,0.03583338
test_894,0.15834495
test_895,0.13126689
test_896,0.34052035
test_897,0.13620883
test_898,0.037686836
test_899,0.1074006
test_900,0.026278246
test_901,0.118342616
test_902,0.005321723
test_903,0.25788835
test_904,0.47588336
test_905,0.079604305
test_906,0.12551452
test_907,0.0036473123
test_908,0.15175991
test_909,0.01146093
test_910,0.014555982
test_911,0.06699384
test_912,0.113091424
test_913,0.03331732
test_914,0.12855998
test_915,0.0072780927
test_916,0.047977272
test_917,0.016051648
test_918,0.16079253
test_919,0.17856398
test_920,0.23124321
test_921,0.046345927
test_922,0.018934209
test_923,0.07315688
test_924,0.083489224
test_925,0.17110787
test_926,0.021373471
test_927,0.0045793056
test_928,0.016371964
test_929,0.70737004
test_930,0.33537203
test_931,0.25212386
test_932,0.026341908
test_933,0.01576057
test_934,0.011721484
test_935,0.7545699
test_936,0.023336524
test_937,0.25113487
test_938,0.051156364
test_939,0.23857696
test_940,0.050106477
test_941,0.27334896
test_942,0.2989085
test_943,0.015127048
test_944,0.11320265
test_945,0.014794392
test_946,0.36084548
test_947,0.0031530485
test_948,0.0044391793
test_949,0.11268592
test_950,0.057903714
test_951,0.061880965
test_952,0.019846613
test_953,0.01846207
test_954,0.31138036
test_955,0.003959313
test_956,0.018998897
test_957,0.018228065
test_958,0.039174158
test_959,0.53992856
test_960,0.26946688
test_961,0.46551907
test_962,0.053841237
test_963,0.027590342
test_964,0.0143152
test_965,0.069470055
test_966,0.016492706
test_967,0.04025835
test_968,0.010489587
test_969,0.07524169
test_970,0.027199758
test_971,0.084842496
test_972,0.026396671
test_973,0.020847768
test_974,0.046252206
test_975,0.14027402
test_976,0.060425706
test_977,0.81674457
test_978,0.0020674318
test_979,0.07528115
test_980,0.20489186
test_981,0.011075236
test_982,0.0407724
test_983,0.0067362
test_984,0.014917325
test_985,0.082247466
test_986,0.09228361
test_987,0.15878402
test_988,0.0143603515
test_989,0.124849156
test_990,0.021924615
test_991,0.0074073994
test_992,0.2513103
test_993,0.013747711
test_994,0.034644645
test_995,0.030288931
test_996,0.008324879
test_997,0.23529755
test_998,0.19066557
test_999,0.083486296
test_1000,0.035669338
test_1001,0.031114472
test_1002,0.015184072
test_1003,0.055450767
test_1004,0.029299922
test_1005,0.004817471
test_1006,0.011931819
test_1007,0.062498596
test_1008,0.09006396
test_1009,0.2034822
test_1010,0.023254525
test_1011,0.5326419
test_1012,0.0019857546
test_1013,0.40714595
test_1014,0.031274673
test_1015,0.009326039
test_1016,0.05091105
test_1017,0.2183159
test_1018,0.0054062875
test_1019,0.0055383598
test_1020,0.007957009
test_1021,0.45945168
test_1022,0.0013336126
test_1023,0.037967626
test_1024,0.02103481
test_1025,0.03223012
test_1026,0.011085608
test_1027,0.03326657
test_1028,0.05835473
test_1029,0.049613293
test_1030,0.51131904
test_1031,0.016897991
test_1032,0.005278485
test_1033,0.021693759
test_1034,0.037829313
test_1035,0.018408623
test_1036,0.056366354
test_1037,0.02990228
test_1038,0.3371856
test_1039,0.011650119
test_1040,0.22859244
test_1041,0.009622407
test_1042,0.04263549
test_1043,0.06059985
test_1044,0.037897114
test_1045,0.23763452
test_1046,0.16068938
test_1047,0.09070095
test_1048,0.057255536
test_1049,0.3582961
test_1050,0.3443826
test_1051,0.0625137
test_1052,0.019925456
test_1053,0.03420385
test_1054,0.35556543
test_1055,0.37508765
test_1056,0.6766521
test_1057,0.036187593
test_1058,0.0152026275
test_1059,0.04997852
test_1060,0.457267
test_1061,0.045203604
test_1062,0.019647505
test_1063,0.33154747
test_1064,0.015910996
test_1065,0.12721379
test_1066,0.047826737
test_1067,0.0026091859
test_1068,0.015977861
test_1069,0.049712993
test_1070,0.26526564
test_1071,0.48152974
test_1072,0.015195192
test_1073,0.042537313
test_1074,0.08412238
test_1075,0.014521189
test_1076,0.034398224
test_1077,0.15023564
test_1078,0.058490425
test_1079,0.0017218383
test_1080,0.13206926
test_1081,0.007754972
test_1082,0.10344705
test_1083,0.03656609
test_1084,0.11609404
test_1085,0.01810335
test_1086,0.0055388403
test_1087,0.16631305
test_1088,0.080790184
test_1089,0.2355938
test_1090,0.20390762
test_1091,0.15566553
test_1092,0.08931397
test_1093,0.04764445
test_1094,0.0972598
test_1095,0.35091075
test_1096,0.09100215
test_1097,0.01893291
test_1098,0.11764634
test_1099,0.03562739
test_1100,0.071632154
test_1101,0.023421992
test_1102,0.012893511
test_1103,0.060073122
test_1104,0.03675038
test_1105,0.0883285
test_1106,0.03478344
test_1107,0.08684774
test_1108,0.06115958
test_1109,0.110680215
test_1110,0.07005926
test_1111,0.5136834
test_1112,0.03448177
test_1113,0.03155313
test_1114,0.020761905
test_1115,0.164479
test_1116,0.05066233
test_1117,0.019844381
test_1118,0.0028623766
test_1119,0.20173538
test_1120,0.161877
test_1121,0.055692066
test_1122,0.014838584
test_1123,0.013385899
test_1124,0.040865984
test_1125,0.009958548
test_1126,0.006592175
test_1127,0.025179556
test_1128,0.0098844655
test_1129,0.11013544
test_1130,0.37664452
test_1131,0.07905476
test_1132,0.9507059
test_1133,0.015683908
test_1134,0.044968504
test_1135,0.18234251
test_1136,0.028655637
test_1137,0.034721907
test_1138,0.0598221
test_1139,0.031515606
test_1140,0.010641195
test_1141,0.06392771
test_1142,0.0052389344
test_1143,0.012782891
test_1144,0.01853206
test_1145,0.06873971
test_1146,0.01400834
test_1147,0.027984021
test_1148,0.33162254
test_1149,0.008327886
test_1150,0.040366188
test_1151,0.23713234
test_1152,0.751783
test_1153,0.24251902
test_1154,0.067848824
test_1155,0.11022013
test_1156,0.011571826
test_1157,0.06614645
test_1158,0.4619037
test_1159,0.12334539
test_1160,0.15864556
test_1161,0.09156149
test_1162,0.36489505
test_1163,0.014867427
test_1164,0.03047907
test_1165,0.4311646
test_1166,0.030524066
test_1167,0.018801594
test_1168,0.22562014
test_1169,0.009134221
test_1170,0.026637685
test_1171,0.006317261
test_1172,0.025531098
test_1173,0.010311896
test_1174,0.08302659
test_1175,0.054246645
test_1176,0.0033727328
test_1177,0.03755726
test_1178,0.02726062
test_1179,0.0057455734
test_1180,0.042011272
test_1181,0.12797786
test_1182,0.31306487
test_1183,0.012328863
test_1184,0.09496852
test_1185,0.3909884
test_1186,0.48207635
test_1187,0.14624158
test_1188,0.036263213
test_1189,0.020763252
test_1190,0.009569638
test_1191,0.07764102
test_1192,0.011603699
test_1193,0.019099057
test_1194,0.21383141
test_1195,0.2996619
test_1196,0.012692293
test_1197,0.0074717035
test_1198,0.0037058864
test_1199,0.035573944
test_1200,0.037341848
test_1201,0.09947563
test_1202,0.03392421
test_1203,0.05565483
test_1204,0.041267075
test_1205,0.00873241
test_1206,0.043088786
test_1207,0.032633457
test_1208,0.18130612
test_1209,0.3012412
test_1210,0.09534088
test_1211,0.12403714
test_1212,0.2255867
test_1213,0.12886007
test_1214,0.036320884
test_1215,0.046309154
test_1216,0.04905617
test_1217,0.052189406
test_1218,0.28442293
test_1219,0.113034576
test_1220,0.04672567
test_1221,0.12866987
test_1222,0.21719638
test_1223,0.31209484
test_1224,0.29257166
test_1225,0.40373656
test_1226,0.19407746
test_1227,0.020235592
test_1228,0.2136456
test_1229,0.34189284
test_1230,0.029479211
test_1231,0.08804795
test_1232,0.0041271322
test_1233,0.007909012
test_1234,0.03969658
test_1235,0.054165848
test_1236,0.014580125
test_1237,0.23376043
test_1238,0.028114423
test_1239,0.03879541
test_1240,0.02578348
test_1241,0.16556075
test_1242,0.07032881
test_1243,0.024698371
test_1244,0.011282318
test_1245,0.106447674
test_1246,0.061625727
test_1247,0.21903662
test_1248,0.020744262
test_1249,0.09492232
test_1250,0.10578356
test_1251,0.007817247
test_1252,0.08484196
test_1253,0.14687493
test_1254,0.005600081
test_1255,0.0028572693
test_1256,0.40563256
test_1257,0.13221817
test_1258,0.053584207
test_1259,0.07916348
test_1260,0.17295924
test_1261,0.07616473
test_1262,0.08470522
test_1263,0.43330562
test_1264,0.02226206
test_1265,0.007585418
test_1266,0.5682018
test_1267,0.028864162
test_1268,0.1494428
test_1269,0.029319892
test_1270,0.02350956
test_1271,0.06073358
test_1272,0.2046135
test_1273,0.21624853
test_1274,0.023673415
test_1275,0.007970459
test_1276,0.002537715
test_1277,0.2419543
test_1278,0.052243758
test_1279,0.046661463
test_1280,0.0026205166
test_1281,0.004395843
test_1282,0.026550278
test_1283,0.5470906
test_1284,0.043353807
test_1285,0.03754136
test_1286,0.60674703
test_1287,0.2265762
test_1288,0.0101479
test_1289,0.082265876
test_1290,0.04002944
test_1291,0.02385135
test_1292,0.03084126
test_1293,0.018695347
test_1294,0.19710732
test_1295,0.042451065
test_1296,0.13669185
test_1297,0.010931108
test_1298,0.015799524
test_1299,0.07476696
test_1300,0.04704755
test_1301,0.21808816
test_1302,0.006957892
test_1303,0.21272917
test_1304,0.07747591
test_1305,0.08691511
test_1306,0.5328475
test_1307,0.01012729
test_1308,0.06375948
test_1309,0.33719113
test_1310,0.007135951
test_1311,0.058571365
test_1312,0.1568287
test_1313,0.0057781124
test_1314,0.03043653
test_1315,0.05776473
test_1316,0.5020832
test_1317,0.0337671
test_1318,0.024995806
test_1319,0.052533988
test_1320,0.1750039
test_1321,0.058945466
test_1322,0.026345735
test_1323,0.028612921
test_1324,0.014833941
test_1325,0.031301245
test_1326,0.15124266
test_1327,0.13030282
test_1328,0.39282227
test_1329,0.082876086
test_1330,0.057406574
test_1331,0.06453042
test_1332,0.04199765
test_1333,0.0034348064
test_1334,0.04664764
test_1335,0.059168924
test_1336,0.23204827
test_1337,0.01023674
test_1338,0.04110478
test_1339,0.13314271
test_1340,0.28500855
test_1341,0.35834676
test_1342,0.022262955
test_1343,0.15119465
test_1344,0.8939327
test_1345,0.0066010156
test_1346,0.021913838
test_1347,0.009376109
test_1348,0.10100613
test_1349,0.0041901395
test_1350,0.47112823
test_1351,0.1570216
test_1352,0.006135233
test_1353,0.13159011
test_1354,0.12226507
test_1355,0.09339006
test_1356,0.12120212
