ID_code,target
test_334,0.9539124
test_335,0.9700696
test_336,0.9651863
test_337,0.98367983
test_338,0.8076739
test_339,0.6496326
test_340,0.8140566
test_341,0.804028
test_342,0.97303325
test_343,0.97203135
test_344,0.9911476
test_345,0.7849548
test_346,0.68619245
test_347,0.96488947
test_348,0.9472627
test_349,0.572377
test_350,0.9664964
test_351,0.9726742
test_352,0.9911476
test_353,0.9749577
test_354,0.9727278
test_355,0.5948035
test_356,0.9216288
test_357,0.7522836
test_358,0.97314805
test_359,0.93527776
test_360,0.9148389
test_361,0.898723
test_362,0.9543949
test_363,0.9273442
test_364,0.9911476
test_365,0.972714
test_366,0.98197377
test_367,0.9411766
test_368,0.917191
test_369,0.94286036
test_370,0.97000957
test_371,0.9724397
test_372,0.8438149
test_373,0.87746525
test_374,0.9911476
test_375,0.5783717
test_376,0.9597566
test_377,0.96475273
test_378,0.97310966
test_379,0.9541875
test_380,0.98180515
test_381,0.96172655
test_382,0.8147834
test_383,0.37392333
test_384,0.9294543
test_385,0.94373995
test_386,0.9526066
test_387,0.9396085
test_388,0.9189725
test_389,0.986785
test_390,0.9068825
test_391,0.9911476
test_392,0.9573331
test_393,0.972881
test_394,0.97295547
test_395,0.8844838
test_396,0.8587878
test_397,0.91201884
test_398,0.9720366
test_399,0.9911476
test_400,0.76874477
test_401,0.94761944
test_402,0.93207234
test_403,0.9730065
test_404,0.64449173
test_405,0.9458532
test_406,0.9821222
test_407,0.9484063
test_408,0.948122
test_409,0.9760477
test_410,0.9730767
test_411,0.9681718
test_412,0.94071925
test_413,0.5048811
test_414,0.96905833
test_415,0.7320382
test_416,0.46041313
test_417,0.9911476
test_418,0.9362737
test_419,0.9911476
test_420,0.77572656
test_421,0.94030344
test_422,0.94382447
test_423,0.92926717
test_424,0.87218297
test_425,0.9911476
test_426,0.8359041
test_427,0.9691812
test_428,0.97293156
test_429,0.9911476
test_430,0.9911476
test_431,0.33152193
test_432,0.88966185
test_433,0.9714507
test_434,0.5248414
test_435,0.9911476
test_436,0.9358036
test_437,0.973994
test_438,0.91133994
test_439,0.9626846
test_440,0.9574058
test_441,0.9907823
test_442,0.7565511
test_443,0.9911476
test_444,0.39559507
test_445,0.9911476
test_446,0.9911476
test_447,0.9659529
test_448,0.97314125
test_449,0.7779996
test_450,0.9731611
test_451,0.9911476
test_452,0.73656213
test_453,0.9119284
test_454,0.9436864
test_455,0.9907245
test_456,0.9911476
test_457,0.97161835
test_458,0.9321899
test_459,0.95135564
test_460,0.9613453
test_461,0.95684123
test_462,0.90293956
test_463,0.9064343
test_464,0.9911476
test_465,0.72393197
test_466,0.9406991
test_467,0.8091637
test_468,0.97301483
test_469,0.9729908
test_470,0.9911476
test_471,0.8311135
test_472,0.9514831
test_473,0.96308887
test_474,0.8907977
test_475,0.91944855
test_476,0.98339623
test_477,0.97175556
test_478,0.81581634
test_479,0.9911476
test_480,0.9874528
test_481,0.8597818
test_482,0.892782
test_483,0.878528
test_484,0.7502998
test_485,0.9911476
test_486,0.922677
test_487,0.9911476
test_488,0.81359804
test_489,0.97086394
test_490,0.9911476
test_491,0.6115737
test_492,0.96068674
test_493,0.9299034
test_494,0.9883493
test_495,0.9911476
test_496,0.97549874
test_497,0.8082659
test_498,0.96597356
test_499,0.9728799
test_500,0.89887637
test_501,0.97296655
test_502,0.97182727
test_503,0.7832484
test_504,0.9911476
test_505,0.8597301
test_506,0.9724937
test_507,0.97468853
test_508,0.6771742
test_509,0.97305346
test_510,0.9911476
test_511,0.9723255
test_512,0.96802664
test_513,0.9911476
test_514,0.9911476
test_515,0.9911476
test_516,0.95014876
test_517,0.93431634
test_518,0.88481563
test_519,0.9229171
test_520,0.931928
test_521,0.9672876
test_522,0.8826896
test_523,0.9576522
test_524,0.97515124
test_525,0.9730311
test_526,0.9730892
test_527,0.95822847
test_528,0.97307485
test_529,0.6640519
test_530,0.9911476
test_531,0.9124343
test_532,0.97323024
test_533,0.8824021
test_534,0.75289994
test_535,0.9911476
test_536,0.9728856
test_537,0.92563534
test_538,0.9911476
test_539,0.9682313
test_540,0.6775456
test_541,0.93833923
test_542,0.9730452
test_543,0.9911476
test_544,0.94613236
test_545,0.80477196
test_546,0.9354436
test_547,0.9265249
test_548,0.97217405
test_549,0.813072
test_550,0.83818036
test_551,0.9630388
test_552,0.77026457
test_553,0.9079732
test_554,0.9875075
test_555,0.932382
test_556,0.8902356
test_557,0.93316203
test_558,0.96639043
test_559,0.92559415
test_560,0.9730143
test_561,0.9729864
test_562,0.9911476
test_563,0.9911476
test_564,0.30003676
test_565,0.86036867
test_566,0.89831805
test_567,0.9468022
test_568,0.78337497
test_569,0.9428621
test_570,0.84048223
test_571,0.971378
test_572,0.96959096
test_573,0.91873497
test_574,0.62343806
test_575,0.9911476
test_576,0.9521626
test_577,0.83821225
test_578,0.8485576
test_579,0.82666
test_580,0.9039949
test_581,0.9138617
test_582,0.5488643
test_583,0.9730705
test_584,0.972389
test_585,0.95971215
test_586,0.9443526
test_587,0.97182876
test_588,0.82776034
test_589,0.9911476
test_590,0.9351229
test_591,0.9115721
test_592,0.95451903
test_593,0.9726266
test_594,0.9731396
test_595,0.9897468
test_596,0.96174234
test_597,0.9677137
test_598,0.9911476
test_599,0.9489311
test_600,0.8679694
test_601,0.43555036
test_602,0.7584103
test_603,0.9911476
test_604,0.9624495
test_605,0.9560797
test_606,0.96682656
test_607,0.97191626
test_608,0.9032632
test_609,0.8972753
test_610,0.8057902
test_611,0.74015087
test_612,0.9729231
test_613,0.92814267
test_614,0.96940774
test_615,0.938067
test_616,0.9228084
test_617,0.792613
test_618,0.9454771
test_619,0.8830209
test_620,0.8815413
test_621,0.98598355
test_622,0.9708707
test_623,0.9911476
test_624,0.94412655
test_625,0.94136965
test_626,0.712694
test_627,0.8349992
test_628,0.9911476
test_629,0.9191933
test_630,0.97706383
test_631,0.9730373
test_632,0.7701819
test_633,0.9911476
test_634,0.9911476
test_635,0.9536173
test_636,0.53907424
test_637,0.92986625
test_638,0.9911476
test_639,0.86750937
test_640,0.9911476
test_641,0.96300286
test_642,0.9532921
test_643,0.9911476
test_644,0.9911476
test_645,0.9911476
test_646,0.915766
test_647,0.9458925
test_648,0.91388154
test_649,0.9911476
test_650,0.96413845
test_651,0.9911476
test_652,0.42939663
test_653,0.9911476
test_654,0.7438066
test_655,0.9911476
test_656,0.9126061
test_657,0.9633597
test_658,0.876796
test_659,0.94030064
test_660,0.9623203
test_661,0.97668886
test_662,0.9184632
test_663,0.7548915
test_664,0.96396995
test_665,0.9083697
test_666,0.8943222
test_667,0.96704584
test_668,0.9129501
test_669,0.95229816
test_670,0.74060917
test_671,0.92151237
test_672,0.98450655
test_673,0.8062683
test_674,0.9725452
test_675,0.9911476
test_676,0.9732337
test_677,0.9651622
test_678,0.81792575
test_679,0.9599732
test_680,0.9796892
test_681,0.9911476
test_682,0.9911476
test_683,0.86962265
test_684,0.90400356
test_685,0.97891027
test_686,0.9336951
test_687,0.8796739
test_688,0.5073746
test_689,0.97314703
test_690,0.95928216
test_691,0.9419725
test_692,0.97162735
test_693,0.56691873
test_694,0.95266694
test_695,0.9640007
test_696,0.6995457
test_697,0.9911476
test_698,0.9911476
test_699,0.9716717
test_700,0.80975395
test_701,0.9911476
test_702,0.9911476
test_703,0.9683811
test_704,0.9668223
test_705,0.9622049
test_706,0.9722713
test_707,0.66960305
test_708,0.6516517
test_709,0.9207089
test_710,0.91038084
test_711,0.9894505
test_712,0.9911476
test_713,0.9614326
test_714,0.9911476
test_715,0.9679147
test_716,0.5656404
test_717,0.97220236
test_718,0.93226403
test_719,0.9568301
test_720,0.89806235
test_721,0.9911476
test_722,0.93569255
test_723,0.9911476
test_724,0.8380528
test_725,0.98666245
test_726,0.9650235
test_727,0.9459386
test_728,0.858219
test_729,0.9708345
test_730,0.9612954
test_731,0.9731977
test_732,0.9911476
test_733,0.9207938
test_734,0.95069546
test_735,0.93175125
test_736,0.9723173
test_737,0.9585581
test_738,0.8268349
test_739,0.9715849
test_740,0.9490944
test_741,0.9692515
test_742,0.8877202
test_743,0.83260286
test_744,0.8681625
test_745,0.94132876
test_746,0.6269698
test_747,0.9911476
test_748,0.9720249
test_749,0.9192754
test_750,0.73710907
test_751,0.81431955
test_752,0.9465816
test_753,0.9708608
test_754,0.8775525
test_755,0.80058295
test_756,0.9033373
test_757,0.54621893
test_758,0.93955994
test_759,0.97307783
test_760,0.39748773
test_761,0.9697602
test_762,0.79172623
test_763,0.92150325
test_764,0.9712522
test_765,0.9398323
test_766,0.9911476
test_767,0.9379014
test_768,0.9911476
test_769,0.9911476
test_770,0.9911476
test_771,0.91843957
test_772,0.8967579
test_773,0.6681694
test_774,0.8184662
test_775,0.97287816
test_776,0.9797666
test_777,0.9732039
test_778,0.94490397
test_779,0.80411714
test_780,0.93996125
test_781,0.9269651
test_782,0.90792376
test_783,0.88462853
test_784,0.96765155
test_785,0.97078145
test_786,0.73430836
test_787,0.89800984
test_788,0.911144
test_789,0.9911476
test_790,0.97126794
test_791,0.9911476
test_792,0.9911476
test_793,0.93200105
test_794,0.9023646
test_795,0.9630977
test_796,0.97189325
test_797,0.920181
test_798,0.4835041
test_799,0.92738557
test_800,0.9911476
test_801,0.8733642
test_802,0.9130858
test_803,0.9730084
test_804,0.91930234
test_805,0.7787963
test_806,0.9911476
test_807,0.9682348
test_808,0.9911476
test_809,0.95898825
test_810,0.8214306
test_811,0.8981195
test_812,0.9091005
test_813,0.92850727
test_814,0.9219267
test_815,0.9305379
test_816,0.8621068
test_817,0.9730311
test_818,0.9106328
test_819,0.9911476
test_820,0.5931024
test_821,0.9911476
test_822,0.83939224
test_823,0.9160419
test_824,0.9911476
test_825,0.9911476
test_826,0.8347506
test_827,0.9911476
test_828,0.7935604
test_829,0.9911476
test_830,0.9911476
test_831,0.2959579
test_832,0.64930403
test_833,0.904231
test_834,0.8835142
test_835,0.6853293
test_836,0.26996762
test_837,0.9911476
test_838,0.9911476
test_839,0.87518585
test_840,0.89223504
test_841,0.9447014
test_842,0.8802483
test_843,0.9759921
test_844,0.7977163
test_845,0.85159624
test_846,0.9328937
test_847,0.919596
test_848,0.9678647
test_849,0.8788335
test_850,0.9142883
test_851,0.9414253
test_852,0.9852968
test_853,0.96849537
test_854,0.97301215
test_855,0.9193108
test_856,0.9827185
test_857,0.9911476
test_858,0.91800404
test_859,0.9662063
test_860,0.98223674
test_861,0.9484986
test_862,0.97292095
test_863,0.93836564
test_864,0.81291705
test_865,0.9730559
test_866,0.93975514
test_867,0.9042234
test_868,0.93989426
test_869,0.97323036
test_870,0.86265785
test_871,0.9555969
test_872,0.988058
test_873,0.9443806
test_874,0.9710792
test_875,0.9911476
test_876,0.9860757
test_877,0.9515134
test_878,0.8088764
test_879,0.95462537
test_880,0.8297189
test_881,0.80310255
test_882,0.84028685
test_883,0.87812376
test_884,0.9680817
test_885,0.9730047
test_886,0.9271035
test_887,0.9911476
test_888,0.9911476
test_889,0.93845785
test_890,0.9911476
test_891,0.69646764
test_892,0.7895928
test_893,0.9674339
test_894,0.95514315
test_895,0.92539567
test_896,0.7996717
test_897,0.890247
test_898,0.9728213
test_899,0.8940333
test_900,0.9513431
test_901,0.9285841
test_902,0.9911476
test_903,0.8237202
test_904,0.651916
test_905,0.8879054
test_906,0.90885055
test_907,0.9911476
test_908,0.8461084
test_909,0.9911476
test_910,0.9911476
test_911,0.953826
test_912,0.93456906
test_913,0.9731164
test_914,0.88789237
test_915,0.9911476
test_916,0.9141254
test_917,0.9807808
test_918,0.9148946
test_919,0.7605138
test_920,0.8189475
test_921,0.95923656
test_922,0.9731257
test_923,0.96782607
test_924,0.90312284
test_925,0.8321435
test_926,0.97213453
test_927,0.9911476
test_928,0.9731935
test_929,0.33786568
test_930,0.72994787
test_931,0.7590756
test_932,0.95955044
test_933,0.9911476
test_934,0.9911476
test_935,0.31308362
test_936,0.9730747
test_937,0.6682201
test_938,0.950419
test_939,0.7942491
test_940,0.95881665
test_941,0.77730846
test_942,0.8852999
test_943,0.9911476
test_944,0.9288229
test_945,0.97290164
test_946,0.55732703
test_947,0.9911476
test_948,0.9911476
test_949,0.8870252
test_950,0.94981635
test_951,0.9452926
test_952,0.97291
test_953,0.9911476
test_954,0.7089489
test_955,0.9911476
test_956,0.97304285
test_957,0.9729752
test_958,0.9541071
test_959,0.56650335
test_960,0.81676215
test_961,0.62799025
test_962,0.9666655
test_963,0.973005
test_964,0.99028814
test_965,0.92340803
test_966,0.9911476
test_967,0.96680063
test_968,0.9911476
test_969,0.92693406
test_970,0.97311294
test_971,0.9551774
test_972,0.96229327
test_973,0.96481687
test_974,0.93006194
test_975,0.9038109
test_976,0.94464976
test_977,0.34870312
test_978,0.9911476
test_979,0.9483887
test_980,0.7942714
test_981,0.9911476
test_982,0.96954435
test_983,0.9911476
test_984,0.986193
test_985,0.9403388
test_986,0.9156073
test_987,0.91366434
test_988,0.98874205
test_989,0.8650692
test_990,0.9834156
test_991,0.9911476
test_992,0.84661084
test_993,0.9839295
test_994,0.94182813
test_995,0.96608716
test_996,0.9911476
test_997,0.9215903
test_998,0.8782904
test_999,0.90575975
test_1000,0.96309936
test_1001,0.97308964
test_1002,0.9911476
test_1003,0.9451281
test_1004,0.95574474
test_1005,0.9911476
test_1006,0.9911476
test_1007,0.98933125
test_1008,0.9371209
test_1009,0.87332547
test_1010,0.9911476
test_1011,0.70666206
test_1012,0.9911476
test_1013,0.5970373
test_1014,0.97035205
test_1015,0.9911476
test_1016,0.9321184
test_1017,0.65691566
test_1018,0.9911476
test_1019,0.9911476
test_1020,0.9911476
test_1021,0.5194055
test_1022,0.9911476
test_1023,0.9556227
test_1024,0.9684361
test_1025,0.973054
test_1026,0.9911476
test_1027,0.9578219
test_1028,0.95723003
test_1029,0.96381074
test_1030,0.53974885
test_1031,0.9901894
test_1032,0.9911476
test_1033,0.9718384
test_1034,0.97319037
test_1035,0.96966153
test_1036,0.91254795
test_1037,0.97850025
test_1038,0.7454004
test_1039,0.9730206
test_1040,0.9017408
test_1041,0.97274065
test_1042,0.9491223
test_1043,0.94843674
test_1044,0.96029675
test_1045,0.8275276
test_1046,0.83772165
test_1047,0.945259
test_1048,0.89849645
test_1049,0.7243749
test_1050,0.76246965
test_1051,0.9628229
test_1052,0.97306967
test_1053,0.9516803
test_1054,0.63236415
test_1055,0.71472377
test_1056,0.4362055
test_1057,0.96271044
test_1058,0.9911476
test_1059,0.97071284
test_1060,0.659144
test_1061,0.97322583
test_1062,0.97861564
test_1063,0.85827655
test_1064,0.9911476
test_1065,0.8622173
test_1066,0.93553233
test_1067,0.9911476
test_1068,0.972879
test_1069,0.9585398
test_1070,0.8243341
test_1071,0.6901482
test_1072,0.97298944
test_1073,0.9455097
test_1074,0.87389344
test_1075,0.98463136
test_1076,0.965578
test_1077,0.86825377
test_1078,0.9512448
test_1079,0.9911476
test_1080,0.84274423
test_1081,0.9911476
test_1082,0.9197897
test_1083,0.9703753
test_1084,0.8313112
test_1085,0.9911476
test_1086,0.9911476
test_1087,0.86010855
test_1088,0.93185055
test_1089,0.7285309
test_1090,0.8080651
test_1091,0.90557075
test_1092,0.91309476
test_1093,0.9657001
test_1094,0.9324691
test_1095,0.64564854
test_1096,0.9641342
test_1097,0.98964065
test_1098,0.91665024
test_1099,0.9216776
test_1100,0.9345516
test_1101,0.97082585
test_1102,0.9911476
test_1103,0.9493612
test_1104,0.97278917
test_1105,0.88973993
test_1106,0.96452844
test_1107,0.91494805
test_1108,0.9650059
test_1109,0.8320774
test_1110,0.9426632
test_1111,0.4650476
test_1112,0.9657548
test_1113,0.97323686
test_1114,0.97117114
test_1115,0.9062611
test_1116,0.9411451
test_1117,0.9911476
test_1118,0.9911476
test_1119,0.8012201
test_1120,0.86747617
test_1121,0.95384836
test_1122,0.9911476
test_1123,0.9911476
test_1124,0.9674038
test_1125,0.9843801
test_1126,0.9911476
test_1127,0.97225213
test_1128,0.9911476
test_1129,0.9294898
test_1130,0.67555803
test_1131,0.9102886
test_1132,0.1552929
test_1133,0.9911476
test_1134,0.95262736
test_1135,0.8602543
test_1136,0.9672261
test_1137,0.9484557
test_1138,0.95606524
test_1139,0.96731
test_1140,0.9911476
test_1141,0.96524763
test_1142,0.9911476
test_1143,0.9911476
test_1144,0.97306573
test_1145,0.8956401
test_1146,0.9730525
test_1147,0.969216
test_1148,0.7122331
test_1149,0.97809887
test_1150,0.9531618
test_1151,0.63648236
test_1152,0.17242433
test_1153,0.8893524
test_1154,0.9499804
test_1155,0.8695433
test_1156,0.9911476
test_1157,0.92709434
test_1158,0.6980771
test_1159,0.86766225
test_1160,0.7742015
test_1161,0.9513069
test_1162,0.8136429
test_1163,0.9731218
test_1164,0.9911476
test_1165,0.622519
test_1166,0.9609865
test_1167,0.97115356
test_1168,0.71682733
test_1169,0.9911476
test_1170,0.9662456
test_1171,0.9876651
test_1172,0.97322494
test_1173,0.9911476
test_1174,0.96093357
test_1175,0.9644519
test_1176,0.9911476
test_1177,0.9694048
test_1178,0.97311825
test_1179,0.9911476
test_1180,0.9512138
test_1181,0.88088614
test_1182,0.74302447
test_1183,0.9911476
test_1184,0.91945237
test_1185,0.76998526
test_1186,0.78101045
test_1187,0.869397
test_1188,0.9474643
test_1189,0.9855401
test_1190,0.9911476
test_1191,0.9432484
test_1192,0.9728953
test_1193,0.9767991
test_1194,0.7574356
test_1195,0.76226103
test_1196,0.9911476
test_1197,0.9911476
test_1198,0.9911476
test_1199,0.96382713
test_1200,0.93752134
test_1201,0.93916947
test_1202,0.9731442
test_1203,0.9695672
test_1204,0.9494246
test_1205,0.97295976
test_1206,0.96330035
test_1207,0.96308565
test_1208,0.9293312
test_1209,0.80722183
test_1210,0.8895792
test_1211,0.91517884
test_1212,0.7923383
test_1213,0.9299539
test_1214,0.95310813
test_1215,0.96427196
test_1216,0.9585601
test_1217,0.9561346
test_1218,0.8123413
test_1219,0.9103019
test_1220,0.9463979
test_1221,0.89302844
test_1222,0.854468
test_1223,0.7945851
test_1224,0.82202524
test_1225,0.69139725
test_1226,0.93795365
test_1227,0.9732159
test_1228,0.84054726
test_1229,0.88891536
test_1230,0.9493493
test_1231,0.94753927
test_1232,0.9911476
test_1233,0.9911476
test_1234,0.9474984
test_1235,0.95548284
test_1236,0.9911476
test_1237,0.72710574
test_1238,0.96834445
test_1239,0.97120506
test_1240,0.97215176
test_1241,0.86376894
test_1242,0.9662543
test_1243,0.9725448
test_1244,0.9911476
test_1245,0.91787946
test_1246,0.94523615
test_1247,0.72172725
test_1248,0.9847407
test_1249,0.8980405
test_1250,0.9015488
test_1251,0.9911476
test_1252,0.96123195
test_1253,0.7933629
test_1254,0.9911476
test_1255,0.9911476
test_1256,0.7740288
test_1257,0.91934645
test_1258,0.9376152
test_1259,0.9543239
test_1260,0.89313805
test_1261,0.91020584
test_1262,0.89957845
test_1263,0.5234437
test_1264,0.9729356
test_1265,0.9911476
test_1266,0.5023467
test_1267,0.97124183
test_1268,0.828766
test_1269,0.9730374
test_1270,0.96784514
test_1271,0.9358867
test_1272,0.8725377
test_1273,0.82741433
test_1274,0.9731766
test_1275,0.9911476
test_1276,0.9911476
test_1277,0.87028277
test_1278,0.9449206
test_1279,0.9492282
test_1280,0.9911476
test_1281,0.9911476
test_1282,0.9683233
test_1283,0.6262538
test_1284,0.96272314
test_1285,0.9908199
test_1286,0.5964015
test_1287,0.72729456
test_1288,0.9818907
test_1289,0.939275
test_1290,0.9520176
test_1291,0.9695495
test_1292,0.9589738
test_1293,0.9729222
test_1294,0.8024345
test_1295,0.9609068
test_1296,0.897679
test_1297,0.97293055
test_1298,0.9729426
test_1299,0.9309247
test_1300,0.9372572
test_1301,0.85180783
test_1302,0.9911476
test_1303,0.7934629
test_1304,0.9206374
test_1305,0.91937304
test_1306,0.6021354
test_1307,0.9911476
test_1308,0.9454054
test_1309,0.7832599
test_1310,0.9911476
test_1311,0.94118935
test_1312,0.84231347
test_1313,0.9911476
test_1314,0.972975
test_1315,0.93627185
test_1316,0.42557526
test_1317,0.9707879
test_1318,0.9730383
test_1319,0.9664083
test_1320,0.8052249
test_1321,0.9263234
test_1322,0.9725097
test_1323,0.96145356
test_1324,0.9911476
test_1325,0.9721143
test_1326,0.85108966
test_1327,0.9251412
test_1328,0.64898056
test_1329,0.94116694
test_1330,0.961825
test_1331,0.9401098
test_1332,0.9494167
test_1333,0.9911476
test_1334,0.95683086
test_1335,0.93696433
test_1336,0.87351495
test_1337,0.9911476
test_1338,0.95588547
test_1339,0.8837045
test_1340,0.79978836
test_1341,0.6309823
test_1342,0.9787184
test_1343,0.9175463
test_1344,0.21908668
test_1345,0.978683
test_1346,0.9911476
test_1347,0.9911476
test_1348,0.88256925
test_1349,0.9911476
test_1350,0.69048053
test_1351,0.81966877
test_1352,0.9911476
test_1353,0.80007887
test_1354,0.91888183
test_1355,0.9039807
test_1356,0.89488184
test_1357,0.92004645
test_1358,0.9730579
test_1359,0.733203
test_1360,0.93157226
test_1361,0.8366587
test_1362,0.9886508
test_1363,0.9430208
test_1364,0.87245184
test_1365,0.94139796
test_1366,0.9728985
test_1367,0.972974
